order_id;year;timestamp;month;channel;customer_type;customer_or_account_label;account_segment;raw_incoming_message;interpretability;mood_tags;bodily_need_tags;dietary_constraints;requested_quantity;requested_products;season_context;inventory_reference;inventory_pressure;fulfillment_status;substitution_required;pickup_delivery;route_zone;payment_terms;repeat_customer;receipt_base;thomas_internal_note;
MH-2025-05-2114;2025;2025-05-16 18:56;May;webshop note;Private customer;No name / webshop;returning customer;Web note: Mushroom Mood Today — feeling restart. Please choose from what is actually good this week. Need 5 portions.;clear;fatigue, restart;low-stimulation;mostly plant-based;5 portions;nettles, morel, spring herb blend;Spring;mature supplier network: nettles, morel, oyster mushroom;medium;fulfilled;no;route drop;delivery route east;paid via webshop;unknown;Spring nettle-herb broth;profile already in account sheet;
MH-2025-05-2115;2025;2025-05-26 21:44;May;email;Private customer;Eva L.;event dinner;Hi Thomas, can I get 3 portions for this weekend? I feel focus and need something that does not sit too heavy. lactose-free;needs follow-up;restart, spring heaviness;light digestion;lactose-free;3 portions;shiitake, morel, spring herb blend;Spring;Polish shipment + local cultivated stock: spring herb blend, oyster mushroom, morel;medium;fulfilled;no;route drop;Prenzlauer Berg;bank transfer;yes;Spring nettle-herb broth;repeat client expects continuity;
MH-2025-05-2116;2025;2025-05-11 10:20;May;standing account email;B2B account;Prenzlauer Berg Specialty Cafe;catering/yoga retreat;Prenzlauer Berg Specialty Cafe: Please keep our usual rhythm this week, 17.2 kg. Same seasonal direction unless forest availability changed.;mostly clear;fatigue, spring heaviness;restorative;nut allergy;17.2 kg;spring herb blend, oyster mushroom, nettles;Spring;functional blend stock: nettles, oyster mushroom, morel;medium;fulfilled;no;kitchen drop-off;Kreuzberg;invoice end of month;yes;Spring nettle-herb broth;repeat client expects continuity;
MH-2025-05-2117;2025;2025-05-22 17:57;May;email;Private customer;Lena R.;weekly private rhythm;Hey, same direction as last time if possible, but less strong. Quantity: same as last time.;clear;lightness, focus;restorative;gluten-free;same as last time;oyster mushroom, nettles;Spring;functional blend stock: spring herb blend, shiitake, oyster mushroom;medium;fulfilled;no;evening pickup;Charlottenburg;cash on pickup;unknown;Spring nettle-herb broth;profile already in account sheet;
MH-2025-05-2118;2025;2025-05-27 15:59;May;phone note;B2B account;Bistro Neukölln;restaurant;Please reduce by 15% this week due to bookings/heat, but keep the same mood profile. Baseline noted as 3.6 kg.;clear;focus, spring heaviness;restorative;no garlic;3.6 kg;nettles;Spring;standing B2B allocation: morel, shiitake, spring herb blend;medium;fulfilled;no;early delivery;Schöneberg;standing account invoice;yes;Spring nettle-herb broth;keep knowledge note concise;
MH-2025-05-2119;2025;2025-05-30 08:59;May;webshop note;B2B account;Bistro Neukölln;cafe/brunch;"Standing order confirmation for 17.6 kg. We need delivery before 11:00; chef asks for lighter prep notes for the team.";needs follow-up;restart, lightness;focus support;no onions;17.6 kg;shiitake, oyster mushroom, nettles;Spring;functional blend stock: morel, oyster mushroom, spring herb blend;medium;fulfilled;no;kitchen drop-off;delivery route east;monthly invoice;yes;Spring nettle-herb broth;keep knowledge note concise;
MH-2025-05-2120;2025;2025-05-17 08:06;May;webshop note;B2B account;Mitte Wellness Hotel;catering/yoga retreat;Mitte Wellness Hotel: Please keep our usual rhythm this week, 20.1 kg. Same seasonal direction unless forest availability changed.;clear;fatigue, spring heaviness;light digestion;sensitive stomach;20.1 kg;spring herb blend;Spring;Polish shipment + local cultivated stock: oyster mushroom, nettles, spring herb blend;medium;fulfilled;no;delivery;Prenzlauer Berg;monthly invoice;new in trial;Spring nettle-herb broth;profile already in account sheet;
MH-2025-05-2121;2025;2025-05-03 19:29;May;standing account email;B2B account;Prenzlauer Berg Specialty Cafe;catering/yoga retreat;"Standing order confirmation for 28.9 kg. We need delivery before 10:00; chef asks for lighter prep notes for the team.";clear;focus, restart;cooling;sensitive stomach;28.9 kg;nettles, shiitake, morel;Spring;dried stock buffer + fresh rotation: oyster mushroom, morel, nettles;high;fulfilled;yes;standing route drop;Neukölln;invoice end of month;new in trial;Spring nettle-herb broth;preserve seasonal sentence for receipt;
MH-2025-05-2122;2025;2025-05-03 21:38;May;email;Private customer;Michael K.;weekly private rhythm;Web note: Mushroom Mood Today — feeling restart. Please choose from what is actually good this week. Need 3 portions.;clear;lightness, spring heaviness;grounding;no garlic;3 portions;spring herb blend, nettles;Spring;functional blend stock: nettles, spring herb blend, shiitake;high;fulfilled;no;market handoff;Mitte;transfer within 3 days;unknown;Spring nettle-herb broth;repeat client expects continuity;
MH-2025-05-2123;2025;2025-05-01 20:36;May;standing account email;B2B account;Bistro Neukölln;hotel kitchen;Menu planning: can you hold 6.2 kg around nettles profile for next week? Please include substitution options if Polish shipment is late.;clear;spring heaviness, lightness;focus support;vegetarian;6.2 kg;morel, oyster mushroom, spring herb blend;Spring;functional blend stock: nettles, spring herb blend, shiitake;high;fulfilled;no;standing route drop;Schöneberg;invoice end of month;new in trial;Spring nettle-herb broth;preserve seasonal sentence for receipt;
MH-2025-05-2124;2025;2025-05-17 18:55;May;webshop note;B2B account;Friedrichshain Bistro;cafe/brunch;Please reduce by 20% this week due to bookings/heat, but keep the same mood profile. Baseline noted as 19.1 kg.;clear;fatigue, focus;low-stimulation;nut allergy;19.1 kg;morel, shiitake;Spring;Polish shipment + local cultivated stock: spring herb blend, nettles, shiitake;medium;fulfilled;no;standing route drop;Friedrichshain;monthly invoice;yes;Spring nettle-herb broth;watch delivery timing and storage capacity;
MH-2025-05-2125;2025;2025-05-18 19:48;May;phone note;Private customer;Lukas N.;weekly private rhythm;Hey, same direction as last time if possible, but more simple. Quantity: medium box.;mostly clear;spring heaviness, restart;light digestion;mostly plant-based;medium box;spring herb blend;Spring;standing B2B allocation: morel, oyster mushroom, spring herb blend;medium;fulfilled;no;delivery;Köpenick;cash on pickup;no;Spring nettle-herb broth;keep knowledge note concise;
MH-2025-06-2126;2025;2025-06-03 21:18;June;webshop note;B2B account;Yoga Retreat Kitchen;cafe/brunch;Menu planning: can you hold 12.2 kg around summer herb mix profile for next week? Please include substitution options if Polish shipment is late.;clear;cooling, low appetite;light digestion;mostly plant-based;12.2 kg;chanterelle, oyster mushroom, lemon balm;Summer;mature supplier network: oyster mushroom, lemon balm, summer herb mix;high;substituted;yes;delivery;Wedding;standing account invoice;yes;Summer mushroom-tomato water / light pan base;"profile already in account sheet; mark inventory pressure for next week";
MH-2025-06-2127;2025;2025-06-29 12:03;June;phone note;B2B account;Yoga Retreat Kitchen;hotel kitchen;Yoga Retreat Kitchen: guest feedback strong on the current mix. Add a short seasonal line for the menu card if possible. Quantity 16.6 kg.;clear;restless, lightness;cooling;nut allergy;16.6 kg;king oyster, summer herb mix, chanterelle;Summer;mature supplier network: oyster mushroom, chanterelle, summer herb mix;medium;fulfilled;no;delivery;Neukölln;bank transfer after delivery;yes;Summer mushroom-tomato water / light pan base;preserve seasonal sentence for receipt;
MH-2025-06-2128;2025;2025-06-08 10:01;June;webshop note;B2B account;Friedrichshain Bistro;hotel kitchen;Please reduce by 20% this week due to bookings/heat, but keep the same mood profile. Baseline noted as 9.4 kg.;mostly clear;lightness, cooling;easy evening food;no onions;9.4 kg;oyster mushroom, lemon balm, king oyster;Summer;functional blend stock: summer herb mix, chanterelle, king oyster;medium;fulfilled;no;delivery;delivery route east;standing account invoice;yes;Summer mushroom-tomato water / light pan base;repeat client expects continuity;
MH-2025-06-2129;2025;2025-06-01 21:55;June;WhatsApp;B2B account;Cafe Sonnenweg;catering/yoga retreat;Please reduce by 30% this week due to bookings/heat, but keep the same mood profile. Baseline noted as 27.9 kg.;needs follow-up;cooling, restless;cooling;gluten-free;27.9 kg;summer herb mix, chanterelle, lemon balm;Summer;standing B2B allocation: lemon balm, chanterelle, summer herb mix;low;fulfilled;no;kitchen drop-off;Wedding;monthly invoice;yes;Summer mushroom-tomato water / light pan base;repeat client expects continuity;
MH-2025-06-2130;2025;2025-06-01 10:36;June;phone note;B2B account;Cafe Sonnenweg;cafe/brunch;Please reduce by 30% this week due to bookings/heat, but keep the same mood profile. Baseline noted as 7.3 kg.;clear;low appetite, heat exhaustion;light digestion;none stated;7.3 kg;lemon balm;Summer;mature supplier network: chanterelle, lemon balm, king oyster;low;substituted;yes;standing route drop;delivery route east;monthly invoice;yes;Summer mushroom-tomato water / light pan base;"watch delivery timing and storage capacity; explain substitution plainly";
MH-2025-06-2131;2025;2025-06-08 13:42;June;webshop note;Private customer;Eva L.;event dinner;Web note: Mushroom Mood Today — feeling cooling. Please choose from what is actually good this week. Need same as last time.;mostly clear;heat exhaustion, restless;light digestion;nut allergy;same as last time;lemon balm;Summer;mature supplier network: oyster mushroom, summer herb mix, chanterelle;medium;fulfilled;no;evening pickup;Schöneberg;bank transfer;no;Summer mushroom-tomato water / light pan base;repeat client expects continuity;
MH-2025-06-2132;2025;2025-06-29 18:17;June;webshop note;Private customer;Michael K.;weekly private rhythm;Hey, same direction as last time if possible, but more grounding. Quantity: 0.4 kg.;mostly clear;lightness, restless;restorative;sensitive stomach;0.4 kg;chanterelle;Summer;dried stock buffer + fresh rotation: lemon balm, oyster mushroom, chanterelle;low;fulfilled;no;route drop;Wedding;transfer within 3 days;no;Summer mushroom-tomato water / light pan base;watch delivery timing and storage capacity;
MH-2025-06-2133;2025;2025-06-13 15:43;June;email;B2B account;Friedrichshain Bistro;restaurant;Please reduce by 20% this week due to bookings/heat, but keep the same mood profile. Baseline noted as 3.5 kg.;clear;lightness, cooling;cooling;vegetarian;3.5 kg;summer herb mix;Summer;dried stock buffer + fresh rotation: lemon balm, chanterelle, king oyster;medium;fulfilled;no;early delivery;Mitte;invoice end of month;yes;Summer mushroom-tomato water / light pan base;preserve seasonal sentence for receipt;
MH-2025-06-2134;2025;2025-06-10 06:41;June;email;Private customer;Lukas N.;mood box;Short SMS: need a 1 portions box, feeling lightness, lactose-free. Can pick up in Friedrichshain.;needs follow-up;restless, lightness;warmth without heaviness;lactose-free;1 portions;king oyster;Summer;Polish shipment + local cultivated stock: summer herb mix, chanterelle, lemon balm;medium;fulfilled;no;route drop;pickup at workshop;bank transfer;yes;Summer mushroom-tomato water / light pan base;repeat client expects continuity;
MH-2025-06-2135;2025;2025-06-07 21:45;June;webshop note;Private customer;Ania B.;gift order;Short SMS: need a medium box box, feeling restless, sensitive stomach. Can pick up in Kreuzberg.;clear;lightness, restless;easy evening food;sensitive stomach;medium box;chanterelle, oyster mushroom, lemon balm;Summer;standing B2B allocation: king oyster, lemon balm, oyster mushroom;low;rescheduled;no;pickup;Kreuzberg;cash on pickup;no;Summer mushroom-tomato water / light pan base;preserve seasonal sentence for receipt;
MH-2025-06-2136;2025;2025-06-04 10:58;June;shared calendar note;B2B account;Hotel am Stein;hotel kitchen;Menu planning: can you hold 3.2 kg around lemon balm profile for next week? Please include substitution options if Polish shipment is late.;clear;lightness, cooling;low-stimulation;lactose-free;3.2 kg;chanterelle;Summer;standing B2B allocation: king oyster, lemon balm, oyster mushroom;medium;fulfilled;no;standing route drop;Neukölln;bank transfer after delivery;new in trial;Summer mushroom-tomato water / light pan base;repeat client expects continuity;
MH-2025-06-2137;2025;2025-06-20 21:00;June;WhatsApp;B2B account;Friedrichshain Bistro;catering/yoga retreat;Friedrichshain Bistro: Please keep our usual rhythm this week, 12.2 kg. Same seasonal direction unless forest availability changed.;needs follow-up;low appetite, restless;light digestion;no garlic;12.2 kg;lemon balm, oyster mushroom, chanterelle;Summer;dried stock buffer + fresh rotation: lemon balm, king oyster, summer herb mix;low;fulfilled;no;kitchen drop-off;Schöneberg;monthly invoice;yes;Summer mushroom-tomato water / light pan base;repeat client expects continuity;
MH-2025-06-2138;2025;2025-06-11 10:47;June;shared calendar note;B2B account;Friedrichshain Bistro;cafe/brunch;Please reduce by 30% this week due to bookings/heat, but keep the same mood profile. Baseline noted as 9.8 kg.;mostly clear;low appetite, restless;light digestion;no onions;9.8 kg;summer herb mix, king oyster, chanterelle;Summer;Polish shipment + local cultivated stock: chanterelle, lemon balm, oyster mushroom;high;substituted;yes;kitchen drop-off;Kreuzberg;standing account invoice;yes;Summer mushroom-tomato water / light pan base;"repeat client expects continuity; mark inventory pressure for next week";
MH-2025-06-2139;2025;2025-06-17 09:18;June;standing account email;B2B account;Friedrichshain Bistro;hotel kitchen;Friedrichshain Bistro: guest feedback strong on the current mix. Add a short seasonal line for the menu card if possible. Quantity 25.2 kg.;mostly clear;restless, heat exhaustion;restorative;sensitive stomach;25.2 kg;summer herb mix, king oyster, lemon balm;Summer;Polish shipment + local cultivated stock: chanterelle, king oyster, lemon balm;high;fulfilled;no;early delivery;Köpenick;invoice end of month;yes;Summer mushroom-tomato water / light pan base;preserve seasonal sentence for receipt;
MH-2025-06-2140;2025;2025-06-02 10:57;June;shared calendar note;B2B account;Restaurant Pure;hotel kitchen;Please reduce by 20% this week due to bookings/heat, but keep the same mood profile. Baseline noted as 17.7 kg.;clear;lightness, heat exhaustion;light digestion;sensitive stomach;17.7 kg;oyster mushroom, summer herb mix;Summer;dried stock buffer + fresh rotation: king oyster, summer herb mix, oyster mushroom;medium;rescheduled;no;early delivery;Köpenick;invoice end of month;new in trial;Summer mushroom-tomato water / light pan base;profile already in account sheet;
MH-2025-06-2141;2025;2025-06-10 11:59;June;shared calendar note;B2B account;Prenzlauer Berg Specialty Cafe;restaurant;"Standing order confirmation for 19.9 kg. We need delivery before 10:00; chef asks for lighter prep notes for the team.";mostly clear;heat exhaustion, restless;easy evening food;lactose-free;19.9 kg;oyster mushroom, king oyster;Summer;mature supplier network: chanterelle, oyster mushroom, summer herb mix;medium;fulfilled;no;kitchen drop-off;pickup at workshop;bank transfer after delivery;yes;Summer mushroom-tomato water / light pan base;repeat client expects continuity;
MH-2025-06-2142;2025;2025-06-20 07:29;June;email;Unclear / unidentifiable;voice note unclear;unknown;same as before?? can you do it friday;too unclear;heat exhaustion, restless;restorative;lactose-free;not stated;lemon balm;Summer;mature supplier network: oyster mushroom, lemon balm, summer herb mix;medium;needs clarification;no;pickup;Schöneberg;pending;no;Summer mushroom-tomato water / light pan base;keep knowledge note concise;
MH-2025-06-2143;2025;2025-06-18 18:13;June;shared calendar note;Private customer;Eva L.;mood box;Web note: Mushroom Mood Today — feeling cooling. Please choose from what is actually good this week. Need same as last time.;needs follow-up;restless, heat exhaustion;cooling;no onions;same as last time;summer herb mix;Summer;standing B2B allocation: chanterelle, summer herb mix, king oyster;medium;fulfilled;no;evening pickup;Schöneberg;bank transfer;no;Summer mushroom-tomato water / light pan base;keep knowledge note concise;
MH-2025-06-2144;2025;2025-06-30 08:29;June;email;B2B account;Prenzlauer Berg Specialty Cafe;hotel kitchen;Menu planning: can you hold 18.6 kg around king oyster profile for next week? Please include substitution options if Polish shipment is late.;clear;cooling, restless;low-stimulation;vegan;18.6 kg;chanterelle, summer herb mix;Summer;Polish shipment + local cultivated stock: oyster mushroom, lemon balm, king oyster;medium;rescheduled;no;kitchen drop-off;Mitte;bank transfer after delivery;yes;Summer mushroom-tomato water / light pan base;profile already in account sheet;
MH-2025-06-2145;2025;2025-06-28 14:25;June;webshop note;B2B account;Mitte Wellness Hotel;restaurant;Mitte Wellness Hotel: Please keep our usual rhythm this week, 6.9 kg. Same seasonal direction unless forest availability changed.;mostly clear;lightness, cooling;warmth without heaviness;vegan;6.9 kg;oyster mushroom, lemon balm;Summer;functional blend stock: oyster mushroom, lemon balm, chanterelle;medium;rescheduled;no;kitchen drop-off;Friedrichshain;bank transfer after delivery;yes;Summer mushroom-tomato water / light pan base;preserve seasonal sentence for receipt;
MH-2025-06-2146;2025;2025-06-10 18:13;June;webshop note;B2B account;Hotel am Stein;hotel kitchen;Please reduce by 15% this week due to bookings/heat, but keep the same mood profile. Baseline noted as 29.1 kg.;mostly clear;restless, low appetite;restorative;nut allergy;29.1 kg;oyster mushroom, lemon balm;Summer;Polish shipment + local cultivated stock: chanterelle, lemon balm, king oyster;low;fulfilled;no;delivery;delivery route east;monthly invoice;yes;Summer mushroom-tomato water / light pan base;keep knowledge note concise;
MH-2025-06-2147;2025;2025-06-18 20:46;June;email;B2B account;Prenzlauer Berg Specialty Cafe;hotel kitchen;"Standing order confirmation for 7.2 kg. We need delivery before 08:30; chef asks for lighter prep notes for the team.";mostly clear;cooling, lightness;light digestion;nut allergy;7.2 kg;summer herb mix, king oyster;Summer;dried stock buffer + fresh rotation: lemon balm, oyster mushroom, king oyster;high;partial;yes;delivery;Schöneberg;monthly invoice;yes;Summer mushroom-tomato water / light pan base;"keep knowledge note concise; offer equivalent texture rather than same species";
MH-2025-06-2148;2025;2025-06-14 10:38;June;shared calendar note;Unclear / unidentifiable;unknown sender;unknown;SMS fragment: more forest mix if possible. call me later.;messy;heat exhaustion, cooling;restorative;no onions;small box?;chanterelle, oyster mushroom;Summer;Polish shipment + local cultivated stock: oyster mushroom, king oyster, chanterelle;medium;not yet confirmed;no;route drop;Friedrichshain;unknown;yes;Summer mushroom-tomato water / light pan base;watch delivery timing and storage capacity;
MH-2025-06-2149;2025;2025-06-12 13:06;June;phone note;Private customer;Eva L.;event dinner;Short SMS: need a 1.1 kg box, feeling lightness, sensitive stomach. Can pick up in Mitte.;clear;low appetite, heat exhaustion;warmth without heaviness;sensitive stomach;1.1 kg;oyster mushroom;Summer;dried stock buffer + fresh rotation: chanterelle, lemon balm, oyster mushroom;high;partial;yes;pickup;Schöneberg;bank transfer;no;Summer mushroom-tomato water / light pan base;"profile already in account sheet; explain substitution plainly";
MH-2025-06-2150;2025;2025-06-25 20:56;June;phone note;B2B account;Friedrichshain Bistro;specialty coffee;Menu planning: can you hold 4.6 kg around summer herb mix profile for next week? Please include substitution options if Polish shipment is late.;needs follow-up;lightness, heat exhaustion;low-stimulation;none stated;4.6 kg;lemon balm;Summer;Polish shipment + local cultivated stock: oyster mushroom, king oyster, lemon balm;high;fulfilled;yes;standing route drop;Charlottenburg;invoice end of month;new in trial;Summer mushroom-tomato water / light pan base;keep knowledge note concise;
MH-2025-06-2151;2025;2025-06-15 18:56;June;email;Private customer;Eva L.;event dinner;Short SMS: need a medium box box, feeling cooling, no onions. Can pick up in Kreuzberg.;clear;heat exhaustion, restless;low-stimulation;no onions;medium box;chanterelle;Summer;mature supplier network: summer herb mix, chanterelle, king oyster;medium;fulfilled;no;evening pickup;Kreuzberg;transfer within 3 days;unknown;Summer mushroom-tomato water / light pan base;repeat client expects continuity;
MH-2025-06-2152;2025;2025-06-02 17:56;June;webshop note;B2B account;Workspace Coffee Mitte;restaurant;"Standing order confirmation for 12.1 kg. We need delivery before 11:00; chef asks for lighter prep notes for the team.";mostly clear;restless, cooling;grounding;lactose-free;12.1 kg;oyster mushroom, chanterelle;Summer;mature supplier network: king oyster, oyster mushroom, chanterelle;medium;substituted;yes;standing route drop;Charlottenburg;bank transfer after delivery;yes;Summer mushroom-tomato water / light pan base;"profile already in account sheet; mark inventory pressure for next week";
MH-2025-06-2153;2025;2025-06-20 22:06;June;shared calendar note;Private customer;Sarah P.;mood box;Hey, same direction as last time if possible, but more grounding. Quantity: medium box.;mostly clear;cooling, restless;light digestion;gluten-free;medium box;king oyster, oyster mushroom;Summer;dried stock buffer + fresh rotation: summer herb mix, oyster mushroom, chanterelle;medium;fulfilled;no;evening pickup;Mitte;bank transfer;yes;Summer mushroom-tomato water / light pan base;profile already in account sheet;
MH-2025-06-2154;2025;2025-06-06 07:41;June;email;B2B account;Prenzlauer Berg Specialty Cafe;catering/yoga retreat;Please reduce by 15% this week due to bookings/heat, but keep the same mood profile. Baseline noted as 8.0 kg.;needs follow-up;heat exhaustion, restless;easy evening food;no onions;8.0 kg;summer herb mix, chanterelle, lemon balm;Summer;dried stock buffer + fresh rotation: king oyster, oyster mushroom, summer herb mix;high;fulfilled;no;kitchen drop-off;Friedrichshain;standing account invoice;yes;Summer mushroom-tomato water / light pan base;preserve seasonal sentence for receipt;
MH-2025-06-2155;2025;2025-06-07 14:35;June;email;Unclear / unidentifiable;unknown sender;unknown;Web form half-filled: mood tired, pickup maybe, no contact details except first name;too unclear;heat exhaustion, cooling;low-stimulation;no garlic;not stated;summer herb mix;Summer;Polish shipment + local cultivated stock: king oyster, lemon balm, chanterelle;low;needs clarification;no;evening pickup;pickup at workshop;not discussed;yes;Summer mushroom-tomato water / light pan base;watch delivery timing and storage capacity;
MH-2025-06-2156;2025;2025-06-28 11:36;June;standing account email;B2B account;Workspace Coffee Mitte;catering/yoga retreat;"Standing order confirmation for 3.1 kg. We need delivery before 08:30; chef asks for lighter prep notes for the team.";mostly clear;cooling, lightness;warmth without heaviness;sensitive stomach;3.1 kg;summer herb mix, lemon balm;Summer;standing B2B allocation: summer herb mix, chanterelle, lemon balm;medium;fulfilled;no;kitchen drop-off;Prenzlauer Berg;monthly invoice;new in trial;Summer mushroom-tomato water / light pan base;watch delivery timing and storage capacity;
MH-2025-06-2157;2025;2025-06-25 18:36;June;standing account email;Private customer;Hanna W.;weekly private rhythm;Hi Thomas, can I get small box for Friday? I feel low appetite and need something that does not sit too heavy. gluten-free;clear;lightness, low appetite;focus support;gluten-free;small box;summer herb mix, king oyster;Summer;Polish shipment + local cultivated stock: oyster mushroom, chanterelle, king oyster;medium;fulfilled;no;evening pickup;Charlottenburg;transfer within 3 days;unknown;Summer mushroom-tomato water / light pan base;keep knowledge note concise;
MH-2025-06-2158;2025;2025-06-17 15:11;June;email;Private customer;Lena R.;mood box;Web note: Mushroom Mood Today — feeling heat exhaustion. Please choose from what is actually good this week. Need 1.3 kg.;mostly clear;low appetite, lightness;warmth without heaviness;lactose-free;1.3 kg;lemon balm, king oyster, oyster mushroom;Summer;dried stock buffer + fresh rotation: oyster mushroom, summer herb mix, chanterelle;medium;rescheduled;no;route drop;pickup at workshop;paid via webshop;unknown;Summer mushroom-tomato water / light pan base;watch delivery timing and storage capacity;
MH-2025-06-2159;2025;2025-06-04 13:55;June;shared calendar note;Private customer;Lena R.;weekly private rhythm;Hello, do you have king oyster available? I am cooking for medium box. Pickup after work possible?;clear;lightness, cooling;light digestion;sensitive stomach;medium box;lemon balm, king oyster;Summer;functional blend stock: lemon balm, oyster mushroom, chanterelle;high;partial;yes;route drop;Kreuzberg;paid via webshop;unknown;Summer mushroom-tomato water / light pan base;"profile already in account sheet; offer equivalent texture rather than same species";
MH-2025-06-2160;2025;2025-06-26 09:06;June;email;B2B account;Yoga Retreat Kitchen;specialty coffee;Yoga Retreat Kitchen: Please keep our usual rhythm this week, 21.5 kg. Same seasonal direction unless forest availability changed.;clear;cooling, heat exhaustion;low-stimulation;nut allergy;21.5 kg;lemon balm;Summer;Polish shipment + local cultivated stock: summer herb mix, oyster mushroom, king oyster;high;fulfilled;yes;standing route drop;Prenzlauer Berg;monthly invoice;new in trial;Summer mushroom-tomato water / light pan base;keep knowledge note concise;
MH-2025-06-2161;2025;2025-06-18 06:02;June;email;Private customer;Stefan W.;mood box;Short SMS: need a 2 portions box, feeling restless, vegetarian. Can pick up in Kreuzberg.;mostly clear;restless, lightness;light digestion;vegetarian;2 portions;lemon balm, oyster mushroom, chanterelle;Summer;dried stock buffer + fresh rotation: oyster mushroom, lemon balm, summer herb mix;medium;fulfilled;no;delivery;Wedding;paid via webshop;no;Summer mushroom-tomato water / light pan base;repeat client expects continuity;
MH-2025-06-2162;2025;2025-06-16 21:21;June;standing account email;Private customer;Jonas K.;returning customer;Hello, do you have king oyster available? I am cooking for 1 portions. Need it labelled if possible.;mostly clear;lightness, cooling;cooling;sensitive stomach;1 portions;summer herb mix, chanterelle, lemon balm;Summer;Polish shipment + local cultivated stock: oyster mushroom, king oyster, lemon balm;high;partial;yes;delivery;pickup at workshop;cash on pickup;no;Summer mushroom-tomato water / light pan base;"keep knowledge note concise; explain substitution plainly";
MH-2025-06-2163;2025;2025-06-17 20:56;June;shared calendar note;Private customer;Michael K.;returning customer;Hello, do you have lemon balm available? I am cooking for 0.7 kg. Can I come by bike?;clear;low appetite, cooling;cooling;none stated;0.7 kg;lemon balm;Summer;dried stock buffer + fresh rotation: chanterelle, king oyster, oyster mushroom;high;fulfilled;no;route drop;delivery route east;cash on pickup;no;Summer mushroom-tomato water / light pan base;keep knowledge note concise;
MH-2025-06-2164;2025;2025-06-02 20:15;June;standing account email;Private customer;Sarah P.;event dinner;Hello, do you have oyster mushroom available? I am cooking for 1 portions. Pickup after work possible?;clear;lightness, heat exhaustion;grounding;gluten-free;1 portions;oyster mushroom, chanterelle;Summer;standing B2B allocation: chanterelle, king oyster, oyster mushroom;high;fulfilled;no;market handoff;pickup at workshop;cash on pickup;unknown;Summer mushroom-tomato water / light pan base;keep knowledge note concise;
MH-2025-06-2165;2025;2025-06-04 17:29;June;phone note;B2B account;Yoga Retreat Kitchen;restaurant;Yoga Retreat Kitchen: Please keep our usual rhythm this week, 6.6 kg. Same seasonal direction unless forest availability changed.;mostly clear;low appetite, restless;restorative;vegan;6.6 kg;king oyster, oyster mushroom;Summer;dried stock buffer + fresh rotation: summer herb mix, oyster mushroom, chanterelle;high;fulfilled;no;standing route drop;Mitte;monthly invoice;yes;Summer mushroom-tomato water / light pan base;watch delivery timing and storage capacity;
MH-2025-06-2166;2025;2025-06-23 20:15;June;shared calendar note;B2B account;Hotel am Stein;catering/yoga retreat;Hotel am Stein: Please keep our usual rhythm this week, 4.5 kg. Same seasonal direction unless forest availability changed.;mostly clear;low appetite, heat exhaustion;focus support;sensitive stomach;4.5 kg;oyster mushroom, chanterelle, lemon balm;Summer;functional blend stock: summer herb mix, king oyster, lemon balm;low;fulfilled;no;early delivery;Prenzlauer Berg;monthly invoice;yes;Summer mushroom-tomato water / light pan base;preserve seasonal sentence for receipt;
MH-2025-06-2167;2025;2025-06-20 20:31;June;WhatsApp;Private customer;repeat customer;gift order;Hi Thomas, can I get medium box for this weekend? I feel restless and need something that does not sit too heavy.;mostly clear;heat exhaustion, cooling;cooling;none stated;medium box;summer herb mix;Summer;functional blend stock: lemon balm, chanterelle, summer herb mix;medium;fulfilled;no;evening pickup;Friedrichshain;cash on pickup;yes;Summer mushroom-tomato water / light pan base;keep knowledge note concise;
MH-2025-06-2168;2025;2025-06-08 08:00;June;email;B2B account;Cafe Sonnenweg;hotel kitchen;Cafe Sonnenweg: guest feedback strong on the current mix. Add a short seasonal line for the menu card if possible. Quantity 13.3 kg.;mostly clear;low appetite, cooling;grounding;vegetarian;13.3 kg;summer herb mix;Summer;Polish shipment + local cultivated stock: chanterelle, lemon balm, summer herb mix;medium;fulfilled;no;kitchen drop-off;Kreuzberg;standing account invoice;new in trial;Summer mushroom-tomato water / light pan base;preserve seasonal sentence for receipt;
MH-2025-06-2169;2025;2025-06-02 21:57;June;WhatsApp;Private customer;Sarah P.;event dinner;Hey, same direction as last time if possible, but less strong. Quantity: same as last time.;clear;lightness, cooling;cooling;none stated;same as last time;oyster mushroom;Summer;functional blend stock: summer herb mix, king oyster, lemon balm;high;partial;yes;delivery;Charlottenburg;transfer within 3 days;unknown;Summer mushroom-tomato water / light pan base;"preserve seasonal sentence for receipt; offer equivalent texture rather than same species";
MH-2025-06-2170;2025;2025-06-29 07:47;June;phone note;Private customer;Marta S.;gift order;Web note: Mushroom Mood Today — feeling heat exhaustion. Please choose from what is actually good this week. Need 1.1 kg.;clear;low appetite, heat exhaustion;focus support;mostly plant-based;1.1 kg;lemon balm;Summer;dried stock buffer + fresh rotation: oyster mushroom, chanterelle, king oyster;medium;fulfilled;no;route drop;Wedding;bank transfer;no;Summer mushroom-tomato water / light pan base;watch delivery timing and storage capacity;
