record_id,date,time,weather,season,clean_message,source_file
918,2017-12-27,14:41,Dark sky,Winter,"Prenzlauer Berg cafe confirms they indeed want 2.5 kg for the 30th, not 3 kg, after checking bookings again. You update the quantity and free 0.5 kg capacity.",mushroom_Orders_v1.rtf
919,2017-12-27,18:06,Drizzle,Winter,"Private between-holidays customer sends a short ""received, all good"" note and asks if you're also working on the 2nd of January. You mention you typically restart around the 3rd and will confirm later.",mushroom_Orders_v1.rtf
920,2017-12-27,21:29,Wet cold,Winter,Hotel in Mitte checks that 31st morning delivery can be closer to 09:00 than 08:00 this time. You agree and adjust timing slightly.,mushroom_Orders_v1.rtf
921,2017-12-28,08:09,Grey sky,Winter,"Webshop 2-portion order, ""end of year, want simple grounding food."" Vegan, pickup requested tonight between 19:00–20:00. You confirm with a short reply.",mushroom_Orders_v1.rtf
922,2017-12-28,11:35,Light rain,Winter,Yoga studio reaffirms 3 kg for the 29th and asks you to bring change for cash payment. You note to carry small bills. They also share door code again.,mushroom_Orders_v1.rtf
923,2017-12-28,15:07,Dark clouds,Winter,"Prenzlauer Berg cafe checks if your 2.5 kg for the 30th can arrive a bit earlier, around 08:15. You accept and align your Saturday route.",mushroom_Orders_v1.rtf
924,2017-12-28,18:42,Drizzle,Winter,"Private customer picking up on the 30th for New Year's Eve asks if you can label the bag ""NYE"" so they don't mix it with other groceries. You agree and add a short note on the bag.",mushroom_Orders_v1.rtf
925,2017-12-28,21:18,Wet cold,Winter,"Neukölln cafe confirms once more: 3 kg on the 31st is final, no further changes. You mark ""locked"" on that order and appreciate the certainty.",mushroom_Orders_v1.rtf
926,2017-12-29,08:03,Low grey,Winter,"Yoga studio collects 3 kg and later texts that quantities were about right, with a small amount left but manageable. They say they'll plan a similar event next December. You note recurring potential.",mushroom_Orders_v1.rtf
927,2017-12-29,11:40,Light drizzle,Winter,"Webshop 1-portion box, ""just for tonight, after a long week, vegetarian."" Pickup 19:00. You accept and keep it small.",mushroom_Orders_v1.rtf
928,2017-12-29,15:09,Dark sky,Winter,"Hotel in Mitte reconfirms 2 kg for New Year's breakfast and says they'll skip the extra ""staff"" bag due to vacation schedules. You adjust their order down to the baseline.",mushroom_Orders_v1.rtf
929,2017-12-29,19:37,Wet cold,Winter,"Private long-term customer writes: ""My between-years box was perfect, no need for more before January."" They ask to resume their usual schedule in mid-January. You add a note to restart then.",mushroom_Orders_v1.rtf
930,2017-12-30,08:06,Grey sky,Winter,"Prenzlauer Berg cafe receives 2.5 kg and notes that bookings for tomorrow brunch are moderate, so the amount feels safe. They tell you they'd like to repeat a similar pattern next year. You record their comment.",mushroom_Orders_v1.rtf
931,2017-12-30,11:19,Light rain,Winter,Private New Year's Eve customer picks up their box and later messages that timing worked fine. They ask if you'll be reachable at all on the 1st; you reply that the operation will be fully closed that day.,mushroom_Orders_v1.rtf
932,2017-12-30,15:42,Dark clouds,Winter,"Webshop 2-portion order, ""not for NYE, just tonight, need calm evening, vegan."" Pickup at 19:30. You confirm and fit it between other tasks.",mushroom_Orders_v1.rtf
933,2017-12-30,19:11,Damp cold,Winter,Neukölln cafe sends last-minute reminder about 3 kg for New Year's brunch. They confirm staff will be there at 08:00. You acknowledge and set early alarm.,mushroom_Orders_v1.rtf
934,2017-12-31,07:52,Grey sky,Winter,Neukölln cafe receives 3 kg and messages that everything arrived as planned. They mention they're curious to explore a more regular winter pattern with you next year. You reply you're open to that discussion in January.,mushroom_Orders_v1.rtf
935,2017-12-31,10:26,Light drizzle,Winter,"Hotel in Mitte gets their New Year's breakfast order and sends a short thanks, adding that they'll be in touch in a few weeks to plan spring menus. You note ""spring planning"" on their account.",mushroom_Orders_v1.rtf
936,2017-12-31,14:39,Dark clouds,Winter,"Private webshop customer with a small New Year's Eve box confirms pickup and wishes you a quiet evening. Operationally, they say the portion size is exactly right and they don't need any top-up. You close the last order of the year in your log.",mushroom_Orders_v1.rtf
937,2016-09-01,09:15,Crisp autumn air,Autumn,"From: order@cafe-kranzler.de Hi, we are kicking off our September seasonal special menu this week. Please deliver 15kg of your finest early autumn forest mushrooms along with the complementary warming herbs to match our signature lunch bowls.",mushroom_Orders_v1.rtf
938,2016-09-02,14:30,Sunny and clear,Autumn,"SMS from Chef Thomas (Restaurant Mitte): Hey, the September special sale is bringing in a lot of foot traffic. Let's increase our standard Thursday B2B order to 20kg. Keep the profile rustic and deeply grounding for the evening crowd.",mushroom_Orders_v1.rtf
939,2016-09-05,11:04,Overcast skies,Autumn,"From: booking@the-berlin-hub.de Hello, we are hosting a series of corporate workshops focused on autumn transitions. Please send 8kg of your morning focus and restoration blends for our catering line next Tuesday.",mushroom_Orders_v1.rtf
940,2016-09-06,16:22,Chilly rain,Autumn,"Order Note - Webshop: Customer Julia Voss. Request: ""The sudden shift to autumn weather is making me feel very ungrounded. Please send a rich, warming basket from your September special selection with plenty of bitter herbs.""",mushroom_Orders_v1.rtf
941,2016-09-08,08:50,Fresh morning dew,Autumn,"From: purchase@cafe-flora-berlin.de Dear Mushroom House, our guests are loving the outdoor terrace setup for the seasonal sale. Please maintain our weekly order at 12kg of robust forest profiles for our autumn breakfast menu.",mushroom_Orders_v1.rtf
942,2016-09-09,13:12,Cool breeze,Autumn,"SMS from Lena: Hi! Can I get a custom grounding basket from the September special line? Need something deeply comforting to cook after a long, intense week of project deadlines.",mushroom_Orders_v1.rtf
943,2016-09-12,10:15,Grey fog,Autumn,"From: s.beck@posteo.net Hello, I am ordering a custom gift box from your seasonal special menu to be delivered to a colleague in Prenzlauer Berg. Please include a vibrant, rustic selection with aromatic, protective herbs.",mushroom_Orders_v1.rtf
944,2016-09-13,15:40,Heavy rain,Autumn,"Order Log #1402: B2C customer Stefan Weber. Requesting standard drop-off. Customer notes severe fatigue from corporate end-of-quarter planning, seeking a slow-cooking, substantive autumn mix.",mushroom_Orders_v1.rtf
945,2016-09-15,09:18,Clear and frosty,Autumn,"SMS from Ben: Hey man, the September special sale has been a massive hit at our coffee counter. Can you add an extra 3kg of your signature warming herbs to our delivery this morning?",mushroom_Orders_v1.rtf
946,2016-09-16,12:20,Chilly afternoon,Autumn,"From: info@hotel-am-stein.de Dear Mushroom House, our autumn culinary weeks are officially underway. We require a consistent B2B supply of 15kg per week of your pristine earthy mushroom profiles to support our special tasting menus.",mushroom_Orders_v1.rtf
947,2016-09-19,17:02,Overcast,Autumn,"Order Note - Email: Customer Michael K. ""Heading into a very busy week of travel. Requesting a substantive, rich basket from the September seasonal special to help me ground myself over the weekend.""",mushroom_Orders_v1.rtf
948,2016-09-20,11:15,Dynamic clouds,Autumn,SMS from Chef Thomas (Restaurant Mitte): The terrace crowd expanded last minute for the seasonal special event tonight. Can we get an emergency delivery of 5kg of your signature savory mushroom blend by 15:00?,mushroom_Orders_v1.rtf
949,2016-09-22,08:45,Chilly drizzle,Autumn,"From: mail@elisa-k.de Hello, my partner and I are hosting a small autumn dinner party this Saturday. Can you design a premium basket featuring your best September special varieties and delicate herb pairings?",mushroom_Orders_v1.rtf
950,2016-09-23,14:10,Clear and cold,Autumn,"From: ordering@the-workspace-coffee.de Hi, we need to adjust our delivery window next week due to an early staff training session. Please ensure our 25kg order of focus and restoration blends arrives strictly between 07:30 and 08:30 AM.",mushroom_Orders_v1.rtf
951,2016-09-26,16:35,Rainy evening,Autumn,"SMS from Jonas: Hey, looking to grab a custom box from the September special line for a cozy dinner with my flatmates. Need something deeply comforting to balance out the frantic city energy.",mushroom_Orders_v1.rtf
952,2016-09-27,10:22,Frozen morning,Autumn,"Order Note - Web: New customer Sandra Meyer. ""Recommended by a regular. Looking for a restorative, balancing mix from your September seasonal sale to help manage high work stress and anxiety.""",mushroom_Orders_v1.rtf
953,2016-09-29,13:50,Thick grey fog,Autumn,"From: purchase@cafe-flora-berlin.de Dear Mushroom House, the fog is keeping people inside today but our weekend pre-orders for the autumn brunch boxes are massive. Please lock in our 12kg order of robust, savory profiles.",mushroom_Orders_v1.rtf
954,2016-09-30,09:11,Crisp morning air,Autumn,"SMS from Sarah Lang: Hi there, hope you are staying warm. Can you send the usual grounding autumn mix to my flat this Friday? Feeling completely overwhelmed by long hours in front of my monitor.",mushroom_Orders_v1.rtf
955,2019-09-02,09:15,Crisp and clear,Autumn,"From: kitchen@bistro-neukoelln.de Hi, September is here and our autumn seasonal special menu is live. We want to secure 10kg of your richest grounding mushroom varieties for our neighborhood lunch service next Tuesday.",mushroom_Orders_v1.rtf
956,2019-09-03,14:30,Warm autumn sun,Autumn,"SMS from Chef Thomas (Restaurant Mitte): Hey, the September seasonal special sale is bringing a huge crowd to our terrace. We need to upgrade our standard Thursday B2B order to 20kg to cover the weekend rush. Keep it rustic.",mushroom_Orders_v1.rtf
957,2019-09-04,11:04,Overcast,Autumn,"From: ordering@the-workspace-coffee.de Hello, our corporate clients are requesting high-volume catering boxes for their autumn kickoff meetings. Please add an extra 5kg of the morning focus and restoration blends to our regular Tuesday delivery.",mushroom_Orders_v1.rtf
958,2019-09-05,16:22,Cool drizzle,Autumn,"Order Note - Webshop: Customer Julia Voss. Request: ""The return to the intense post-summer work routine is exhausting. Please send a highly grounding, comforting winter-transition basket from the September sale.""",mushroom_Orders_v1.rtf
959,2019-09-06,08:50,Icy breeze,Autumn,"From: purchase@cafe-flora-berlin.de Dear Mushroom House, our breakfast terrace is fully optimized for the autumn sale. Please increase our weekly Tuesday order to 12kg of robust forest profiles for the rest of the month.",mushroom_Orders_v1.rtf
960,2019-09-09,13:12,Dynamic clouds,Autumn,SMS from Lena: Hi! Can you put together a special autumn basket for me to pick up this Thursday? I want something deeply restorative and comforting to help survive the heavy workload this month.,mushroom_Orders_v1.rtf
961,2019-09-10,10:15,Heavy overcast,Autumn,"From: s.beck@posteo.net Hello, I am ordering a custom autumn gift box from the seasonal sale to be delivered to a friend in Charlottenburg. I want to include your most premium, rich mushroom selection and protective herbs.",mushroom_Orders_v1.rtf
962,2019-09-11,15:40,Chilly rain,Autumn,"Order Log #4102: B2C customer Stefan Weber. Requesting standard drop-off. Customer notes intense fatigue from closing out heavy financial files, seeking a deeply substantial, slow-cooking autumn mix.",mushroom_Orders_v1.rtf
963,2019-09-12,09:18,Thick fog,Autumn,SMS from Ben: Happy Thursday! The morning dampness has everyone in the neighborhood craving warm wellness drinks. Can you add an extra 2kg of your signature autumn warming herbs to our delivery?,mushroom_Orders_v1.rtf
964,2019-09-13,12:20,Bitterly cold,Autumn,"From: info@hotel-am-stein.de Dear Mushroom House, our autumn banqueting schedule is fully locked in. We require a consistent, high-volume B2B supply of 15kg per week of your finest earthy mushroom profiles to support our tasting menus.",mushroom_Orders_v1.rtf
965,2019-09-16,17:02,Freezing drizzle,Autumn,"Order Note - Email: Customer Michael K. ""Heading into a very busy week of corporate travel. Requesting a substantive, rich basket from the September special to help me ground myself when I get back.""",mushroom_Orders_v1.rtf
966,2019-09-17,11:15,Grey skies,Autumn,SMS from Chef Thomas (Restaurant Mitte): The corporate event tonight expanded last minute during our seasonal promotion. Can we get an emergency delivery of 5kg of your signature savory mushroom blend by 15:00 today?,mushroom_Orders_v1.rtf
967,2019-09-18,08:45,Crisp morning air,Autumn,"From: mail@elisa-k.de Hello, my partner and I are hosting a small pre-autumn dinner for our family this Saturday. Can you design a premium basket with your most elegant seasonal varieties? Delivery on Friday, please.",mushroom_Orders_v1.rtf
968,2019-09-19,14:10,Clear and cold,Autumn,"From: ordering@the-workspace-coffee.de Hi, we need to adjust our delivery window for next Tuesday due to a scheduled building inspection. Please ensure our 25kg order arrives strictly between 07:30 and 08:30 AM. Standard protocols apply.",mushroom_Orders_v1.rtf
969,2019-09-20,16:35,Heavy rain,Autumn,"SMS from Jonas: Hey, looking to grab a basket from the September special line for a cozy evening dinner with my flatmates. Need something deeply comforting to balance out the frantic city energy.",mushroom_Orders_v1.rtf
970,2019-09-23,10:22,Frozen morning,Autumn,"Order Note - Web: New customer Sandra Meyer. ""Looking for a restorative, balancing mix from the seasonal sale to help manage stress and anxiety brought on by the chaotic return to the office.""",mushroom_Orders_v1.rtf
971,2019-09-24,13:50,Heavy sleet,Autumn,"From: purchase@cafe-flora-berlin.de Dear Mushroom House, the weather is keeping people inside today but our weekend pre-orders for the autumn brunch boxes are massive. Please maintain our 12kg order, focusing on robust, savory profiles.",mushroom_Orders_v1.rtf
972,2019-09-25,09:11,Clear and frosty,Autumn,"SMS from Sarah Lang: Hi there, hope you are staying warm. Can you send the usual grounding autumn mix to my apartment this Friday? Feeling completely overwhelmed by endless screen time and online meetings.",mushroom_Orders_v1.rtf
973,2019-09-26,15:30,Bitter cold,Autumn,"Order Log #4145: B2C customer Oliver H. Contactless delivery instruction: ""Leave inside the parcel box in the courtyard."" Request notes a desire for a warming, rich profile to counter the freezing mid-month temperatures.",mushroom_Orders_v1.rtf
974,2019-09-27,11:04,Overcast,Autumn,"From: kitchen@bistro-neukoelln.de Hi, our festive evening menus for the September sale have been highly popular this week. We need to add an extra 4kg of your rustic autumn mushroom selection to our standard Tuesday drop-off to cover the final week.",mushroom_Orders_v1.rtf
975,2019-09-30,16:18,Chilly wind,Autumn,"SMS from Chef Thomas (Restaurant Mitte): Hey, we are finalizing our premium menus for the end of the seasonal special promotion. Please ensure next Thursday's delivery features your absolute finest, most pristine forest profiles. Total volume 20kg.",mushroom_Orders_v1.rtf
976,2018-03-01,09:15,Record-breaking Baltic freeze,Winter-Spring Transition,"From: kitchen@bistro-neukoelln.de Hi, this Siberian ""Beast from the East"" weather has everyone frozen solid, but we are trying to look ahead to our spring awakening menu. We want to secure 10kg of your deeply grounding mushroom varieties to offer some warmth while the city waits for the frost to break. Please confirm availability.",mushroom_Orders_v1.rtf
977,2018-03-02,14:30,Bitterly cold and piercing wind,Winter-Spring Transition,"SMS from Chef Thomas (Restaurant Mitte): Hey, the freezing cold is keeping people huddled indoors, but the dinner tables are packed. We need to double our standard Thursday B2B order to 20kg for the next three weeks. Everyone is looking for rustic comfort food to survive this endless winter extension.",mushroom_Orders_v1.rtf
978,2018-03-05,11:04,Overcast and icy,Winter-Spring Transition,"From: ordering@the-workspace-coffee.de Hello, despite the late-season freeze, our corporate clients are pushing ahead with their spring kickoff meetings. The mood is a bit tense with the ongoing political gridlock in the news as the coalition talks finally wrap up in the background. Please add an extra 5kg of the morning focus and restoration blends to our regular Tuesday delivery hub drop-off to help teams power through.",mushroom_Orders_v1.rtf
979,2018-03-06,16:22,Freezing sleet,Winter-Spring Transition,"Order Note - Webshop: Customer Julia Voss. Request: ""This prolonged winter freeze is driving me crazy, and the gloomy political atmosphere isn't helping. Please send a highly grounding, comforting basket with extra warming herbs to my apartment to help me find some focus.""",mushroom_Orders_v1.rtf
980,2018-03-08,08:50,Frosty morning,Spring,"From: purchase@cafe-flora-berlin.de Dear Mushroom House, our terrace is still winterized with heavy heaters because of this cold snap, but customers are desperately seeking a taste of spring. Please increase our weekly Tuesday order to 12kg of robust forest profiles for our transitional seasonal menu.",mushroom_Orders_v1.rtf
981,2018-03-09,13:12,Light snow flurries,Spring,SMS from Lena: Hi! Can you put together a special grounding basket for me to pick up this Thursday? The combination of this stubborn freezing weather and the frantic workload is exhausting. I need something deeply restorative.,mushroom_Orders_v1.rtf
982,2018-03-12,10:15,Thick grey skies,Spring,"From: s.beck@posteo.net Hello, I am ordering a custom restorative box to be delivered to a colleague in Wilmersdorf. I want to include your most premium, rich mushroom selection and protective herbs to show appreciation for their hard work during a very hectic quarter.",mushroom_Orders_v1.rtf
983,2018-03-13,15:40,Cold rain,Spring,"Order Log #2102: B2C customer Stefan Weber. Requesting standard drop-off. Customer notes intense fatigue from closing out fiscal files, seeking a deeply substantial, slow-cooking mix to offset the gloomy mid-March dampness.",mushroom_Orders_v1.rtf
984,2018-03-15,09:18,Chilly morning air,Spring,"SMS from Ben: The snow is finally melting, but the damp cold has everyone in the neighborhood craving warm wellness drinks. Can you add an extra 2kg of your signature warming herbs to our coffee shop delivery this morning?",mushroom_Orders_v1.rtf
985,2018-03-16,12:20,Crisp and overcast,Spring,"From: info@hotel-am-stein.de Dear Mushroom House, our spring conference and banqueting schedule is fully locked in. With the new government finally taking office this week after months of uncertainty, corporate bookings are stabilizing. We require a consistent, high-volume B2B supply of 15kg per week of your finest earthy mushroom profiles to support our tasting menus.",mushroom_Orders_v1.rtf
986,2018-03-19,17:02,Damp and foggy,Spring,"Order Note - Email: Customer Michael K. ""Heading into a very busy week of corporate travel. Requesting a substantive, rich basket to help me ground myself when I get back home for the weekend."" Delivery to Charlottenburg.",mushroom_Orders_v1.rtf
987,2018-03-20,11:15,Grey skies,Spring,SMS from Chef Thomas (Restaurant Mitte): The dinner crowd expanded last minute tonight. Can we get an emergency delivery of 5kg of your signature savory mushroom blend by 15:00 today? Let us know the updated pricing.,mushroom_Orders_v1.rtf
988,2018-03-22,08:45,Drizzling rain,Spring,"From: mail@elisa-k.de Hello, my partner and I are hosting a small pre-Easter dinner for our immediate family this Saturday. Can you design a premium basket with your most elegant early spring varieties and aromatic herb accents? Delivery on Friday, please.",mushroom_Orders_v1.rtf
989,2018-03-23,14:10,Clear but brisk,Spring,"From: ordering@the-workspace-coffee.de Hi, we need to adjust our delivery window for next Tuesday due to a scheduled building inspection. Please ensure our 25kg order arrives strictly between 07:30 and 08:30 AM. Standard safety and invoicing protocols apply.",mushroom_Orders_v1.rtf
990,2018-03-26,16:35,Overcast,Spring,"SMS from Jonas: Hey, looking to grab a basket for a cozy evening dinner with my flatmates. Need something deeply comforting to balance out the erratic spring weather and city energy. I'll collect it from the lockbox around 18:00.",mushroom_Orders_v1.rtf
991,2018-03-27,10:22,Brisk morning,Spring,"Order Note - Web: New customer Sandra Meyer. ""Recommended by a regular customer. Looking for a restorative, balancing mix to help manage seasonal transition stress brought on by the frantic pace at work.""",mushroom_Orders_v1.rtf
992,2018-03-29,13:50,Heavy rain,Spring,"From: purchase@cafe-flora-berlin.de Dear Mushroom House, the rain is keeping people off the streets today, but our weekend pre-orders for Easter brunch boxes are massive. Please maintain our 12kg order for next week, focusing heavily on robust, savory profiles.",mushroom_Orders_v1.rtf
993,2018-03-30,09:11,Clear and chilly,Spring,"SMS from Sarah Lang: Hi there, hope you are staying warm this Good Friday. Can you send the usual grounding mix to my apartment next week? Feeling completely overwhelmed by end-of-month deadlines and endless screen time.",mushroom_Orders_v1.rtf
994,2018-04-02,15:30,Mild spring breeze,Spring,"Order Log #2145: B2C customer Oliver H. Contactless delivery instruction: ""Leave inside the parcel box in the courtyard."" Request notes a desire for a warming, rich profile to counter the remaining early April chills.",mushroom_Orders_v1.rtf
995,2018-04-03,11:04,Clear and sunny,Spring,"From: kitchen@bistro-neukoelln.de Hi, our post-Easter evening menus have been highly popular this week. We need to add an extra 4kg of your rustic mushroom selection to our standard Tuesday drop-off to support our new seasonal menu.",mushroom_Orders_v1.rtf
996,2018-04-05,16:18,Warm sunshine,Spring,"SMS from Chef Thomas (Restaurant Mitte): Hey, the weather is finally turning beautiful, and the city is coming alive. We are updating our evening menu. Please ensure next Thursday's delivery features your absolute finest, most pristine forest profiles. Total volume 20kg.",mushroom_Orders_v1.rtf
997,2018-04-06,08:30,Bright morning,Spring,"From: lars.v@web.de Hello, ordering another box for home delivery. The frantic second-quarter corporate push is completely draining my focus. I need a mix that feels grounding yet mentally refreshing to help me push through the week.",mushroom_Orders_v1.rtf
998,2018-04-09,14:55,Mild and sunny,Spring,"Order Note - Webshop: Customer Hanna Winter. ""Requesting a custom spring herb pairing that feels protective and deeply comforting. Looking forward to slowing down and cooking during the upcoming weekend.""",mushroom_Orders_v1.rtf
999,2018-04-10,10:40,Light April showers,Spring,"From: ordering@the-workspace-coffee.de Hello, please note that we are scaling up our morning wellness orders as office workers try to shake off the seasonal fatigue. For next Tuesday's delivery, please lock in 25kg, focusing entirely on the morning focus and restoration blends.",mushroom_Orders_v1.rtf
1000,2018-04-12,12:15,Crisp air,Spring,SMS from Lena: Morning! Ready for my mid-month survival basket. Let's do something incredibly rich and heavy on the grounding herbs to prepare for a hectic couple of weeks. Thanks for keeping the shop running!,mushroom_Orders_v1.rtf
1001,2018-04-13,17:10,Clear evening,Spring,"From: contact@restaurant-pure.de Dear Mushroom House, our early spring concept is fully booked through next week. Your local mushroom yields are the anchor of our signature seasonal plates. Please lock in our 20kg delivery for next Wednesday morning.",mushroom_Orders_v1.rtf
1002,2018-04-16,09:45,Overcast,Spring,"Order Log #2190: B2C customer Julia Voss. ""Desperately need a grounding reset this week. Give me your most substantive, comforting variety and herb pairing."" Delivery to Schöneberg.",mushroom_Orders_v1.rtf
1003,2018-04-17,15:22,Soft rain,Spring,"SMS from Ben: Hey, rain is keeping people inside today, but we expect a huge rush of locals looking for a focus boost later this week. Can we make sure our Thursday delivery has a great balance of focus-enhancing profiles?",mushroom_Orders_v1.rtf
1004,2018-04-19,11:30,Unseasonably warm sun,Spring,"From: mail@elisa-k.de Hi, following up on our previous order. The family dinner was a massive success! We want a simple, grounding box for just the two of us to help us unwind over the upcoming weekend. Delivery this Friday, please.",mushroom_Orders_v1.rtf
1005,2018-04-20,14:05,Sunny and warm,Spring,"Order Note - Web: Customer Stefan Weber. ""Preparing for a quiet weekend at home. Requesting a substantial basket that focuses entirely on deep, rustic, earthy elements to help me completely disconnect from corporate work.""",mushroom_Orders_v1.rtf
1006,2018-04-23,08:22,Balmy breeze,Spring,"From: purchase@cafe-flora-berlin.de Hello, we are updating our delivery requirements as the terrace is packed due to this incredible, record-breaking warm April. Please move our standard Tuesday morning delivery to Monday afternoon instead. Total volume required is 10kg.",mushroom_Orders_v1.rtf
1007,2018-04-24,13:15,Bright and clear,Spring,"SMS from Chef Thomas (Restaurant Mitte): Hey, quick update for our terrace service logistics. Please drop off our 20kg order at the back kitchen door before 10:00 AM on Monday so the prep team can get started early on the spring specials. Thanks!",mushroom_Orders_v1.rtf
1008,2018-04-26,16:45,Mild morning air,Spring,"From: info@hotel-am-stein.de Dear Mushroom House team, our hotel is fully booked with business travelers this week. To ensure smooth operations, please maintain our 15kg order of rich seasonal profiles, delivered directly to our cold storage bay on Monday morning.",mushroom_Orders_v1.rtf
1009,2018-04-27,10:02,Beautiful spring day,Spring,"Order Note - Email: Customer Ania Berlin. ""Looking for a deeply comforting, rich mushroom blend with plenty of fresh spring herbs to cook a special dinner for my family. Collection from the workshop box arranged.""",mushroom_Orders_v1.rtf
1010,2018-04-30,12:40,Sunny and hot,Spring,"From: kitchen@bistro-neukoelln.de Hi, please note that we will be closed for the May Day holiday tomorrow. Please adjust our delivery to Wednesday morning instead. We will keep our standard 10kg order of rich, grounding profiles. Have a great holiday!",mushroom_Orders_v1.rtf
1011,2018-05-02,15:10,Mild rain,Spring,"SMS from Jonas: Hey, staying in Berlin for the short holiday week and want to avoid the grocery store crowds. Do you have any slots left for a custom delivery tomorrow? Need something substantial and comforting to cook.",mushroom_Orders_v1.rtf
1012,2018-05-03,09:30,Overcast and warm,Spring,"From: ordering@the-workspace-coffee.de Hello, post-holiday notification. Our city locations are seeing high traffic as people return to work after the long weekend. Please route our standard 25kg morning restoration delivery to our central hub this Monday.",mushroom_Orders_v1.rtf
1013,2018-05-04,14:20,Clear and windy,Spring,"Order Log #2225: B2C customer Markus S. Request: ""High-comfort grounding mix needed to deal with intense fatigue after finishing a massive corporate project. Please deliver before the weekend."" Confirmed.",mushroom_Orders_v1.rtf
1014,2018-05-07,09:12,Warm and sunny,Spring,SMS from Chef Thomas (Restaurant Mitte): The terrace is absolutely flying with this beautiful May weather. The mushrooms look spectacular for our seasonal menu. Thanks for the incredible reliability. See you next week!,mushroom_Orders_v1.rtf
1015,2018-05-08,11:30,Clear blue skies,Spring,"Order Note - Webshop: Customer Julia Voss. ""Enjoying the beautiful spring weather in the city. Thank you for the beautifully curated grounding box, it has made my week feel so connected to nature.""",mushroom_Orders_v1.rtf
1016,2018-05-10,10:40,Light fog morning,Spring,"From: contact@restaurant-pure.de Dear Mushroom House, hope you had a restful mid-week break. We are launching our late-spring gala service next week. We need 18kg of your most sophisticated, savory forest profiles. Delivery on Monday morning, please.",mushroom_Orders_v1.rtf
1017,2018-05-11,15:15,Passing clouds,Spring,"SMS from Ben: Hey man, hope you're doing well. We are bracing for a massive rush of people looking for refreshing, focus-enhancing options at the counter. Can we get our standard Thursday delivery focused heavily on focus-enhancing herbs?",mushroom_Orders_v1.rtf
1018,2018-05-14,08:45,Gentle rain,Spring,"From: mail@elisa-k.de Hello, we are planning a very quiet transition into the late spring season at home. Looking for a custom box that helps us ground our energy and reflect after a frantic few weeks. Courier delivery this Friday, please.",mushroom_Orders_v1.rtf
1019,2018-05-15,13:22,Overcast and mild,Spring,"Order Note - Web: Customer Stefan Weber. ""Looking for a heavy, grounding forest profile to cook a slow, comforting meal this weekend. Want something that helps me clear my mind after a long week of meetings.""",mushroom_Orders_v1.rtf
1020,2018-05-17,10:05,Sun and wind,Spring,"SMS from Chef Thomas (Restaurant Mitte): Hey, updating our delivery schedule for the upcoming long weekend. Please ensure our 15kg batch is dropped off at the kitchen before noon this Monday so we can prep for the holiday rush.",mushroom_Orders_v1.rtf
1021,2018-05-18,15:30,Beautifully warm,Spring,"From: info@hotel-am-stein.de Dear Mushroom House, our event halls are fully booked and our kitchen is operating on an intensive schedule. Please confirm our next 15kg delivery of rich, grounding varieties for Monday morning to support our grand seasonal buffet.",mushroom_Orders_v1.rtf
1022,2018-05-21,09:15,Crisp morning sun,Spring,Order Log #2299: B2B delivery for ordering@the-workspace-coffee.de completed. 15kg of morning focus and restoration blends dropped at the central hub for the post-holiday reopening.,mushroom_Orders_v1.rtf
1023,2018-05-22,12:20,Balmy evening,Spring,SMS from Lena: Happy late spring! Picking up my box from the workshop lockbox now. Thank you for being such an important part of my health and sanity routine throughout this intense season. See you next week!,mushroom_Orders_v1.rtf
1024,2018-05-24,10:15,Overcast,Spring,"From: kitchen@bistro-neukoelln.de Hello, we are back from the short holiday closure and ready to reactivate our regular schedule. Please dispatch our standard 10kg Tuesday delivery of rich, grounding spring-transition profiles to our back ramp next week.",mushroom_Orders_v1.rtf
1025,2018-05-25,14:40,Warm and bright,Spring,"SMS from Chef Thomas (Restaurant Mitte): Hey, hope you had a great week! The seasonal menus have been intense but highly successful. Let's adjust our weekly B2B volume back to our standard baseline of 12kg starting this Thursday.",mushroom_Orders_v1.rtf
1026,2018-05-28,09:30,Sunny skies,Spring,From: ordering@the-workspace-coffee.de Hello! All our city locations are fully operational and experiencing heavy foot traffic from office workers looking for morning restoration blends. Please lock in our standard 25kg weekly delivery for June.,mushroom_Orders_v1.rtf
1027,2018-05-29,13:50,Scattered clouds,Spring,"Order Note - Webshop: Customer Julia Voss. ""Starting the final stretch of the spring season with a heavy workload. Please send a rich, grounding basket with plenty of bitter herbs to help me maintain focus and energy.""",mushroom_Orders_v1.rtf
1028,2018-05-31,11:04,Warm afternoon sun,Spring,"From: purchase@cafe-flora-berlin.de Dear Mushroom House, we are returning to our standard baseline routine after the erratic spring holiday weeks. Please deliver our regular 8kg of savory forest profiles to the courtyard gate this Tuesday morning. Thank you!",mushroom_Orders_v1.rtf
1029,2023-06-01,09:15,Bright morning sunshine,Summer,"From: kitchen@bistro-neukoelln.de Hi, June has officially arrived and our outdoor summer terrace is open. We want to secure 10kg of your lightest, freshest seasonal forest mushroom varieties and crisp herb pairings for our new summer lunch menu. Please confirm availability.",mushroom_Orders_v1.rtf
1030,2023-06-02,14:30,Warm and clear,Summer,"SMS from Chef Thomas (Restaurant Mitte): Hey, the summer evening rush is starting early. We need to double our standard Thursday B2B order to 20kg for the next three weeks to cover the outdoor dining crowds. Keep the profile clean, vibrant, and light.",mushroom_Orders_v1.rtf
